code,name,close,open,high,low,volume,amount,marcap,shares
461300,아이스크림미디어,15900,15860,16860,15560,23565,371154780,211850534700,13323933
092870,엑시콘,16180,17720,18770,16170,501629,8825882695,211161895460,13050797
071200,인피니트헬스케어,8630,8800,8920,8460,99686,860302515,210541432540,24396458
052330,코텍,11810,11990,12240,11670,27849,334268320,209764366090,17761589
448280,에코아이,7070,7090,7150,6730,14449,99968390,209492082030,29631129
093520,매커스,17580,17460,18420,17430,33374,597120990,209234294460,11901837
042370,비츠로테크,7980,8720,8890,7970,150055,1247790875,209076199500,26200025
365270,큐라클,9430,10480,10480,9380,83578,815011410,208940434560,22156992
0001A0,덕양에너젠,8190,8690,8700,8190,118571,994250695,208590798780,25468962
203650,드림시큐리티,2045,2330,2345,2045,1617022,3537529090,207985669780,101704484
298830,슈어소프트테크,3880,4185,4295,3865,334265,1341089205,207418976120,53458499
067390,아스트,491,515,522,491,796192,397690391,206788371289,421157579
380540,옵티코어,8450,0,0,0,0,0,206658126350,24456583
091580,상신이디피,15430,15630,16480,15240,191885,3029384110,205654419170,13328219
123330,제닉,25800,25800,27700,25350,315326,8331676775,205591944000,7968680
039830,오로라,19100,19400,20700,18740,37242,722397260,205571199000,10762890
900290,GRT,2510,2745,2755,2460,444189,1135585156,205318000000,81800000
353810,이지바이오,6200,6220,6360,6130,73434,456897110,205107904000,33081920
100120,뷰웍스,22850,23750,24500,22800,19640,463894350,204996741350,8971411
014940,오리엔탈정공,4495,4680,4855,4470,199226,930036236,204853606195,45573661
317330,덕산테코피아,10000,10920,11270,9960,95027,1009466485,204765840000,20476584
005710,대원산업,10200,10560,10660,10110,8689,91002025,204383520000,20037600
220100,퓨쳐켐,9090,9160,9900,9080,77668,736778360,203865247800,22427420
047920,HLB제약,6170,7150,7650,6000,1116283,7454899725,202372026520,32799356
357550,석경에이티,36950,37600,38700,35950,6644,244987850,201562250000,5455000
067630,HLB생명과학,1640,1910,1990,1640,3170171,5561634919,199943975120,121917058
237880,클리오,11010,11410,11680,10930,123495,1398358580,198965596530,18071353
475040,스트라드비젼,3730,4530,4570,3700,2969414,12175007839,198641664740,53255138
452280,한선엔지니어링,10310,11330,11890,10310,173482,1909729425,198443477700,19247670
034810,해성산업,6280,6420,6540,6220,31567,200775880,198323354560,31580152
019010,베뉴지,4110,4695,4695,4010,110704,480754703,198102000000,48200000
0008Z0,에스엔시스,20950,21650,22500,20950,20150,432817975,197696015800,9436564
068930,디지털대성,7140,7170,7300,7000,24928,178448180,197601941880,27675342
112290,와이씨켐,9720,10540,10940,9720,151216,1549641435,196548994800,20221090
446540,메가터치,6750,6850,7700,6710,518155,3713605460,196283999250,29079111
046970,우리로,4470,4980,5220,4447,1072331,5129344192,195897745530,43824999
084850,아이티엠반도체,8580,8850,8850,8280,69642,589646920,194619573720,22682934
318060,그래피,17330,18110,19470,17310,138384,2529291220,193631157410,11173177
494120,큐리오시스,25350,25500,27400,25150,68486,1783103600,193417508700,7629882
073490,LIG아큐버,25250,25500,27350,25100,81177,2116885075,191997111500,7603846
036190,금화피에스시,31900,32200,33000,31850,5425,173619825,191400000000,6000000
094480,갤럭시아머니트리,4790,5060,5300,4745,198711,1001256433,187910924020,39229838
126600,BGF에코머티리얼즈,2990,3065,3120,2950,67537,203244430,187673028010,62766899
016790,현대사료,994,0,0,0,0,0,187340898626,188471729
098120,마이크로컨텍솔,22500,24100,25200,22100,109190,2575615000,187037235000,8312766
066620,국보디자인,24900,24400,25300,24100,13330,330894375,186750000000,7500000
024840,KBI메탈,4495,5050,5280,4430,2766960,13280616998,186652263405,41524419
475400,씨메스로보틱스,15760,17410,17850,15550,43416,712317710,186076649440,11806894
187870,디바이스,13410,13790,14700,13170,93654,1293211805,184656504600,13770060
065660,안트로젠,18390,19100,20300,18300,68810,1305561100,184012179000,10006100
036170,에이치엠넥스,2950,3165,3280,2920,353973,1086466316,181028596700,61365626
058970,엠로,14610,15540,15990,14450,40555,609192920,180620420340,12362794
036560,KZ정밀,11430,11720,11900,11420,2778,32108960,180022500000,15750000
394800,쓰리빌리언,5640,5900,6230,5600,109518,643760385,179479198920,31822553
045390,대아티아이,2545,2690,2730,2535,487403,1274274543,179354744465,70473377
042420,네오위즈홀딩스,22000,22450,22550,21550,12935,284250875,179130226000,8142283
078150,HB테크놀러지,1927,2060,2150,1910,1085803,2180139217,178663570132,92715916
108860,셀바스AI,6630,7180,7300,6610,134562,929327090,178445057700,26914790
354320,알멕,27900,31800,33800,27350,94889,2881254600,178319529900,6391381
294570,쿠콘,17650,18500,19240,17640,10990,200532840,178119069800,10091732
314130,지놈앤컴퍼니,3935,4345,4375,3855,382836,1557625325,177776032055,45178153
119610,인터로조,15540,15830,16360,15360,72525,1147840810,177369628380,11413747
049430,코메론,19530,19820,19990,19300,25916,505834290,176707440000,9048000
243840,신흥에스이씨,4565,4800,4930,4500,177673,833801846,176018342775,38558235
222040,코스맥스엔비티,8520,8380,8850,8260,423321,3645967530,175750560000,20628000
036710,심텍홀딩스,3325,3505,3700,3315,251780,872612193,175652282050,52827754
192440,슈피겐코리아,28250,29400,29700,28250,4927,141892900,175612254750,6216363
190510,나무가,12460,13090,13350,12320,77338,985368545,175503049820,14085317
159010,아스플로,13140,14080,15450,12700,174474,2391762470,175218470460,13334739
037070,파세코,8760,7430,9000,7410,11810896,100366634285,175200000000,20000000
125020,티씨머티리얼즈,5000,4805,5390,4805,807937,4151568202,175192750000,35038550
024060,흥구석유,11640,11540,12760,11400,14079408,170391661935,174600000000,15000000
054210,이랜텍,6900,7350,7400,6850,170865,1208787610,174509349000,25291210
308430,셀비온,13510,15400,15400,13210,34240,475986695,174349941010,12905251
322310,오로스테크놀로지,18600,18900,21650,18520,146221,2883500215,174217681200,9366542
214180,헥토이노베이션,13370,14150,14210,13180,76084,1029271675,173721316790,12993367
176750,듀켐바이오,6090,6810,6810,5970,77888,484916040,173496304800,28488720
041920,메디아나,9310,10300,10450,9210,132772,1273999160,173149456130,18598223
099440,스맥,2535,2760,2795,2520,275769,721859597,172997003790,68243394
138610,나이벡,15200,16000,16660,15110,28325,444411920,172790453600,11367793
377450,리파인,9930,10100,10590,9810,39160,398657030,172086900000,17330000
143240,사람인,16000,16000,16090,15700,11515,182867995,171723696000,10732731
0015G0,그린광학,14600,16250,16890,14500,94544,1460746560,170857098600,11702541
484120,도우인시스,15590,16710,17190,15590,10254,167682360,170826208980,10957422
355150,코스텍시스,21900,21750,24150,20700,109973,2465676025,170761965000,7797350
251370,와이엠티,9450,10060,10690,9280,87319,869322435,170224862850,18013213
092130,이크레더블,14110,14470,14470,14000,2762,39087120,169935196000,12043600
416180,신성에스티,18760,19780,20700,18660,21963,423303590,169586235280,9039778
123860,아나패스,13960,14480,14560,13530,25197,355378200,169242873400,12123415
950140,잉글우드랩,8510,8800,9130,8410,37670,330299145,169075539660,19867866
067080,대화제약,9070,10100,10150,9070,176808,1684927375,168853015500,18616650
204610,티쓰리,3025,3055,3090,2910,202347,598816387,167951690500,55521220
387690,레메디,22000,30750,34650,20500,26709647,762021246000,167767402000,7625791
039840,디오,12500,12920,12950,12430,11039,139562160,167697850000,13415828
038390,레드캡투어,10020,10010,10150,9920,20317,204032550,167542636440,16720822
245620,EDGC,741,0,0,0,0,0,167118555474,225531114
032580,피델릭스,5000,5540,6050,4950,1194519,6489105375,165660320000,33132064
094820,일진파워,10960,11920,12170,10940,124011,1419332130,165262650640,15078709
216080,제테마,4430,4580,4730,4335,106667,478542704,165181848570,37287099
053300,한국정보인증,4060,4350,4380,4050,103879,430508914,164799849760,40591096
0082N0,카나프테라퓨틱스,12380,13370,14010,12360,35368,457251750,164221690400,13265080
012860,모베이스전자,2220,2415,2525,2210,495562,1159091758,162578274540,73233457
459510,나우로보틱스,12500,13490,14000,12410,29894,391436020,162229775000,12978382
040350,크레오에스지,8300,8820,8820,7950,89056,735389270,162020415600,19520532
064550,바이오니아,6270,6410,6630,6200,76504,487843740,161830524570,25810291
256840,한국비엔씨,2365,2545,2600,2350,406648,997211715,161753905390,68394886
138360,앤로보틱스,2080,2060,2430,1943,5004591,11258977057,160142781760,76991722
080160,모두투어,8450,8430,8650,8320,57151,485842625,159705000000,18900000
143160,아이디스,14900,15110,15350,14810,5680,85162440,159674211000,10716390
066410,버킷스튜디오,1153,0,0,0,0,0,159637252154,138453818
122990,와이솔,5980,6210,6400,5980,73521,451059045,159301704380,26639081
046070,코다코,10280,0,0,0,0,0,159196994920,15486089
108380,대양전기공업,16570,17500,17750,16510,33575,567492480,158530707810,9567333
199820,제일일렉트릭,7110,7740,7850,7050,193362,1427737900,157984200000,22220000
046120,오르비텍,4650,5050,5200,4640,323541,1581730575,157427763450,33855433
084990,헬릭스미스,3415,3780,3870,3415,195327,703196430,157406901755,46092797
079960,동양이엔피,19950,20750,20900,19510,21201,427158285,156807000000,7860000
072870,메가스터디,13100,13140,13260,12900,23586,307932735,156164562900,11920959
051370,인터플렉스,6670,7130,7230,6660,271931,1898347845,155594238240,23327472
255220,SG,1414,1552,1576,1410,1529857,2266713665,154922509028,109563302
093190,빅솔론,8010,7990,8150,7860,23576,187810540,154103629050,19238905
024800,유성티엔에스,4150,4315,4380,4025,64432,268967149,153765019800,37051812
083310,엘오티베큠,8580,9180,9500,8540,96373,857603910,152810083140,17810033
394420,리센스메디컬,13970,14400,15370,13620,226759,3271487055,152761083860,10934938
054450,텔레칩스,10070,10810,11020,10010,181009,1866001645,152502426310,15144233
046440,KG파이낸셜,4010,4070,4140,3950,94284,379219778,152423316020,38010802
007330,푸른저축은행,10090,10500,10500,10040,32281,328100870,152185452000,15082800
023910,대한약품,25300,25900,26250,25050,14683,374587575,151800000000,6000000
0088M0,메쥬,15260,14820,15770,14700,78235,1189382460,150795505000,9881750
011040,경동제약,4900,5000,5020,4870,22444,110730990,150766953400,30768766
083930,아바코,10260,10890,11000,10000,99774,1044703280,150588574740,14677249
338840,와이바이오로직스,9790,10350,10660,9650,93651,936953430,150439806990,15366681
032620,GC메디아이,2880,3000,3100,2880,97779,287045510,150327760320,52197139
389020,자람테크놀로지,21700,23600,24000,21450,44287,990853400,149840279400,6905082
086670,비엠티,15080,15280,15570,14720,29352,442851945,149682345800,9925885
119830,아이텍,5640,5890,5960,5430,216786,1232776065,149677343040,26538536
054800,아이디스홀딩스,14400,14490,14700,14300,1954,28247220,149007686400,10347756
464080,에스오에스랩,8300,9280,9420,8300,168599,1471283075,148960473500,17947045
101970,우양에이치씨,10070,10160,10530,9690,9028,90341530,148935390630,14790009
307180,아이엘,4030,4300,4700,4000,490279,2055618340,148770174280,36915676
092070,디엔에프,12850,13430,13970,12680,42709,564282495,148698375300,11571858
126700,하이비젼시스템,9880,9800,10520,9560,97750,978501310,147628066560,14942112
123410,코리아에프티,5280,5660,5740,5240,76729,423122335,147000817920,27841064
001540,안국약품,11240,11220,11550,11150,104240,1183195965,146596800800,13042420
082800,비보존 제약,2410,2560,2695,2410,274376,687387257,146334395060,60719666
068790,DMS,6450,6890,6920,6350,60627,400034260,145577944800,22570224
086820,바이오솔루션,5610,5900,5900,5400,94318,530153260,145434116850,25924085
403850,더핑크퐁컴퍼니,10100,10790,11030,10100,55183,578139340,144945201000,14351010
049960,쎌바이오텍,15410,15570,15570,14550,10716,163888180,144854000000,9400000
048870,시너지이노베이션,1643,1685,1700,1520,552700,901163318,144759740209,88106963
048550,SM C&C,1494,1544,1574,1487,406502,615750291,144491642280,96714620
049630,재영솔루텍,6150,6740,6830,6070,269410,1714765645,143783998800,23379512
012210,삼미금속,6190,6990,7630,6170,189014,1312655625,142689274010,23051579
060150,인선이엔티,3130,3300,3365,3130,67477,218290624,142614105560,45563612
234690,녹십자웰빙,7930,8150,8690,7810,91641,738036755,142448889700,17963290
212560,네오오토,10530,11800,12480,10000,186093,2075156725,142011244440,13486348
260970,에스앤디,49000,49900,53000,48400,27562,1379782550,141744946000,2892754
179290,엠아이텍,4340,4390,4470,4240,41706,181171242,140467042520,32365678
304100,솔트룩스,11110,12040,12350,11100,32923,380090550,139917729050,12593855
242040,나무기술,4040,4450,4650,4035,693606,2956850493,139809306560,34606264
274090,켄코아에어로스페이스,10120,10900,11840,10050,143340,1519192335,139394974840,13774207
067280,멀티캠퍼스,23400,23950,24150,23150,4723,111151100,138686628600,5926779
264450,유비쿼스,9440,9800,9900,9230,51721,492635545,138442253920,14665493
334970,프레스티지바이오로직스,1780,1822,1853,1710,225609,397888385,138399693860,77752637
114840,아이패밀리에스씨,8290,8580,8890,8190,40506,343477190,138288681650,16681385
474650,링크솔루션,23900,25800,26800,23500,21102,522008400,137473564800,5752032
041020,폴라리스오피스,2760,2935,3025,2760,320236,916920990,137127268680,49683793
457550,우진엔텍,14700,15690,16320,14550,44678,678819670,136988682600,9318958
086980,쇼박스,2190,2235,2320,2150,230090,513105345,136739220000,62438000
462860,더즌,1905,2055,2100,1905,113495,224617686,136696176315,71756523
104480,티케이케미칼,1502,1554,1609,1501,259458,402502223,136524941868,90895434
361390,제노코,14000,14910,15290,13950,71795,1054145320,136309334000,9736381
382800,지앤비에스 에코,4280,4725,4820,4280,318765,1421086615,136236855480,31831041
005990,매일홀딩스,10240,10090,10360,10090,1811,18486580,136174632960,13298304
078070,유비쿼스홀딩스,7980,8390,8800,7890,61667,500423545,136129567140,17058843
418550,제이오,4250,4445,4880,4250,191209,869912290,136075110250,32017673
086890,이수앱지스,3330,3470,3530,3310,65530,221963766,135780556860,40774942
371950,풍원정밀,5990,6120,6480,5710,18718,111800930,135748662520,22662548
310200,애니플러스,2600,2595,2650,2540,341324,884420710,135623373600,52162836
049720,고려신용정보,9480,9430,9580,9380,32824,310480410,135564000000,14300000
402030,코난테크놀로지,10740,11260,11770,10740,15046,169037700,134437821120,12517488
126640,화신정공,3820,3990,4205,3790,1375604,5495264099,133913576200,35055910
382900,범한퓨얼셀,15280,16660,17190,15170,81982,1305216870,133868080000,8761000
484810,티엑스알로보틱스,8660,9000,9550,8630,45773,414896390,133804923900,15450915
118990,모트렉스,5440,5530,5650,5280,66251,360391060,133483298240,24537371
270660,에브리봇,10510,11120,11440,10480,54342,593276810,133378027330,12690583
069510,에스텍,12170,12360,12470,12120,8304,101968560,132774700000,10910000
090850,현대이지웰,5900,5650,5990,5650,124916,736661140,132619627700,22477903
039860,나노엔텍,3480,3725,4000,3470,165536,602143115,132563824440,38093053
023600,삼보판지,8280,8400,8600,8180,14622,122365490,132548724000,16008300
269620,시스웍,889,0,0,0,0,0,132090012299,148582691
405100,큐알티,10720,11030,11830,10650,101480,1136207250,131741306720,12289301
095190,신화프리텍,2000,2020,2090,1951,107151,214925846,130520924000,65260462
445180,퓨릿,7580,7900,8130,7430,46578,359248320,130294045040,17189188
146320,비씨엔씨,10120,10680,11090,10110,22264,231080210,129514980760,12797923
372170,윤성에프앤씨,16210,17120,17560,16200,16800,281809805,129340368080,7979048
102120,어보브반도체,7260,7820,8040,7250,143589,1084917905,129088266780,17780753
388790,라이콤,4210,5010,5030,4205,841701,3855260144,128885613600,30614160
115450,HLB테라퓨틱스,1451,1463,1554,1342,2077556,3045323120,128529738159,88580109
147830,제룡산업,6410,6900,7070,6410,211130,1407933380,128200000000,20000000
357880,SKAI,2420,2660,2770,2420,932237,2410050812,128114916160,52940048
101360,에코앤드림,7200,7700,7990,7200,54145,409421905,128060020800,17786114
240550,동방메디컬,6110,6120,6500,6010,210542,1321864295,127906373400,20933940
458650,성우,8500,8740,8790,8240,21552,183176290,127888195000,15045670
058820,CMG제약,862,915,942,851,678521,607123190,127682505272,148123556
408920,메쎄이상,2950,3065,3065,2905,22794,67895905,127535742250,43232455
388050,지투파워,6780,7440,7600,6770,270902,1916385280,126849982860,18709437
451760,컨텍,7680,8580,8820,7600,183948,1476562025,126779704320,16507774
037350,성도이엔지,8330,9000,9340,8330,271064,2389473190,126699300000,15210000
478340,나라스페이스테크놀로지,10940,12220,12660,10810,80753,924525595,126577255020,11570133
036690,코맥스,2885,0,0,0,0,0,125692107675,43567455
106190,하이텍팜,11820,11980,12310,11820,65095,784617230,125684104860,10633173
136540,윈스테크넷,10190,10600,10620,10180,11803,121652420,125130611740,12279746
038290,마크로젠,11520,11920,12260,11480,33886,403032980,124892928000,10841400
293580,나우IB,1315,1376,1400,1250,428991,567326095,124832884250,94929950
005160,동국산업,2300,2325,2405,2280,71454,166562889,124762308600,54244482
088800,에이스테크,1650,1815,1880,1635,180842,316094884,124585616100,75506434
149950,아바텍,9110,9850,10200,8870,159864,1528823175,124512774330,13667703
003100,선광,18850,19300,19770,18820,27677,534889100,124410000000,6600000
322510,제이엘케이,4800,4720,5070,4660,211519,1038589927,123484281600,25725892
226590,엠디바이스,11500,12720,13020,11450,43232,525156895,123243016000,10716784
402490,그린리소스,7240,8130,8330,7240,183833,1417717380,122610971080,16935217
109740,디에스케이,4755,5090,5260,4700,46330,226041020,122252904450,25710390
126730,코칩,13930,15350,15880,13920,71453,1049615475,122167855180,8770126
473980,노머스,11030,11570,12280,10930,32392,371401580,121984321660,11059322
950190,고스트스튜디오,9370,9470,9620,9290,61240,577830700,121969842830,13017059
0039P0,매드업,6480,8210,8220,6330,1670122,12174591750,121479264000,18746800
285490,노바텍,11480,11880,12100,11280,25515,296698365,121410539880,10575831
094840,슈프리마에이치큐,12380,12500,12720,11720,44789,553966060,121399629420,9806109
042600,새로닉스,9770,9930,10790,9630,17925,181176410,121378317980,12423574
211270,AP위성,8040,9060,9150,8030,117044,990866255,121261724160,15082304
489500,엘케이켐,18900,19800,20900,18610,35127,691093190,120794398200,6391238
321550,티움바이오,4020,4050,4360,3830,236904,957789737,120754669500,30038475
264660,씨앤지하이테크,12370,13030,13470,12270,34190,436603110,120250897640,9721172
339950,아이비김영,2675,2750,2790,2650,68792,185839809,120232302125,44946655
0007C0,아크릴,14950,16620,17000,14950,47635,761199680,120053343800,8030324
432720,퀄리타스반도체,8420,9270,9500,8300,173417,1541498810,119459356240,14187572
311320,지오엘리먼트,9460,10480,11190,9450,95265,971063685,119333737600,12614560
122450,KX,2660,2740,2795,2620,80061,213274435,119220758440,44819834
297890,HB솔루션,1621,1715,1749,1620,498360,833621685,118561421594,73140914
307750,국전,2185,2260,2360,2150,141920,312467860,117960039280,53986288
259630,엠플러스,9650,10100,10320,9560,86753,860699370,117946121400,12222396
264850,이랜시스,3880,4055,4200,3795,173126,687595013,117543094560,30294612
469610,이노테크,13110,13900,14240,13080,91208,1236556025,117241419000,8942900
153890,져스텍,9670,12300,12570,9670,645713,7099489125,116526449350,12050305
027710,팜스토리,1045,1041,1073,1033,396578,415439562,116430347000,111416600
041590,플래스크,2370,0,0,0,0,0,116064014460,48972158
013990,아가방컴퍼니,3525,3545,3700,3450,96066,341270096,115928564400,32887536
067990,도이치모터스,3970,4120,4135,3955,86203,346682469,115850753500,29181550
115310,인포바인,7210,7380,7410,6800,15715,110727880,115103432150,15964415
021320,KCC건설,5370,5820,6060,5360,47072,264922795,114918000000,21400000
293780,압타바이오,4090,4395,4455,4080,128495,542042950,114902026450,28093405
267320,나인테크,2000,2100,2170,1994,415145,854459069,114830590000,57415295
474170,루미르,6440,6990,7200,6410,74256,496176250,114745962240,17817696
089600,KT나스미디어,9890,10260,10260,9820,8049,80240510,114409132070,11568163
083500,에프엔에스테크,13710,14570,15220,13600,71625,1025151130,113880428670,8306377
282880,코윈테크,9700,10200,10370,9660,51217,508762940,113432595400,11694082
290720,푸드나무,3195,3170,3200,2950,193852,601293240,113293904445,35459751
232680,라온로보틱스,8520,9210,9540,8470,110090,990683855,112953900000,13257500
080420,모다이노칩,1416,1414,1466,1385,3925,5532734,112885816752,79721622
053080,케이엔솔,8680,9320,9680,8560,97064,873906540,112838324760,12999807
205100,엑셈,1595,1660,1691,1584,852708,1401826727,112744844685,70686423
140670,알에스오토메이션,8780,9790,9790,8780,70338,640892790,112733795200,12839840
453450,그리드위즈,14150,14100,16600,14080,696926,10435701220,112389912500,7942750
300080,플리토,6800,7170,7370,6740,69737,488984530,112237066800,16505451
256940,킵스파마,5590,5730,5960,5520,54395,309401055,112236841730,20078147
079650,서산,5610,5550,6600,5250,14434674,88036496255,112200000000,20000000
038540,상상인,2025,2105,2105,1996,60630,123207015,112039833825,55328313
199430,케이엔알시스템,9950,10670,11170,9820,36214,371552595,111410577850,11197043
041440,현대에버다임,6240,6630,6740,6190,130643,837721020,111332282880,17841712
051160,지어소프트,7190,7300,7440,7100,14254,102996480,111261151700,15474430
366030,나인앤컴퍼니,4910,5170,5310,4910,85957,432745715,111230403500,22653850
067900,와이엔텍,6110,6500,6640,6100,135179,851053935,111199916490,18199659
452450,피아이이,3085,3340,3500,3010,188633,604579131,111147922500,36028500
051980,중앙첨단소재,999,1010,1110,965,1579145,1618276515,110980617291,111091709
308080,바이젠셀,5390,5770,6480,5320,507109,2951618660,110491011400,20499260
035610,솔본,4040,4035,4140,4000,93905,381740705,110477827880,27345997
418420,라온텍,3585,3980,4115,3580,245066,923378731,110326790430,30774558
047310,파워로직스,3010,3155,3245,2965,238472,733831680,110198372550,36610755
263860,지니언스,12030,12540,12780,12000,46211,568100670,109227588000,9079600
018120,진로발효,16480,16470,16500,16320,2481,40705630,109116057600,6621120
142210,유니트론텍,5230,5630,5750,5230,195541,1062749280,108529837690,20751403
054050,NH농우바이오,6770,6890,6980,6760,19284,132235550,108526897970,16030561
299030,하나기술,13570,15360,15370,13310,155650,2214499415,108490928700,7994910
035080,그래디언트,9450,9390,9610,8980,20326,189359190,108025633800,11431284
049520,유아이엘,3485,3550,3600,3470,66000,232379231,107486548125,30842625
073010,케이에스피,2670,2880,2955,2660,143821,400734781,107310637500,40191250
056090,시지메드텍,1036,1069,1112,1034,869132,924976838,106976361296,103259036
009780,엠에스씨,6060,6250,6300,6040,8277,50571630,106656000000,17600000
073560,우리손에프앤지,1540,1543,1564,1510,112766,173702659,106625970220,69237643
105330,케이엔더블유,6650,6400,6690,6130,21524,136740125,106529808000,16019520
289080,SV인베스트먼트,1770,1890,1983,1763,395608,727047756,106444672410,60138233
220260,켐트로스,3315,3585,3680,3300,126584,433658792,106318862325,32072055
108230,톱텍,2795,2985,3010,2750,114068,328752580,106274969775,38023245
338220,뷰노,7580,7800,8260,7580,39982,311216160,106133818340,14001823
093640,케이알엠,3230,3325,3385,3230,51198,167344465,106085202680,32843716
297090,씨에스베어링,3890,3985,4195,3885,127505,511519789,106080300000,27270000
109610,에스와이,2165,2320,2325,2085,1286774,2818850952,105884521000,48907400
340450,지씨지놈,4450,4770,4900,4300,63035,287944290,105246028850,23650793
063570,NICE인프라,3080,3115,3150,3055,51772,160248270,105175002240,34147728
039340,한국경제TV,4780,4775,4830,4720,27642,132963020,105160000000,22000000
100700,세운메디칼,2400,2400,2425,2360,116767,278621330,105120000000,43800000
017510,세명전기,6860,7430,7520,6740,168106,1184770305,104587560000,15246000
148150,세경하이테크,2930,3060,3140,2905,40894,122448765,104140456740,35542818
095700,제넥신,2275,2415,2460,2255,109929,256567742,103604623850,45540494
163730,핑거,8620,9480,9650,8520,114286,1028470970,103575480540,12015717
488280,에스투더블유,9570,10230,11100,9500,44253,440409390,103389361020,10803486
006620,동구바이오제약,3630,3740,3830,3620,134083,498061201,103327920960,28464992
052260,현대바이오랜드,3440,3560,3585,3425,43321,151245442,103200000000,30000000
059210,메타바이오메드,3795,3910,3955,3720,69894,266963245,103115633775,27171445
166480,코아스템켐온,1942,2040,2090,1927,165028,326451021,102674270192,52870376
032940,원익,5640,5940,6120,5550,73821,428749025,102609817200,18193230
021080,에이티넘인베스트,2130,2230,2315,2130,288546,639977815,102240000000,48000000
380550,뉴로핏,8380,9160,9570,8370,78792,697745775,102226497080,12198866
217270,넵튠,2175,2340,2340,2165,78846,174832725,101650023525,46735643
053700,삼보모터스,3800,3910,4000,3730,206467,794699347,101519876600,26715757
091440,한울소재과학,3030,2760,3200,2665,1367573,3997467617,101148968940,33382498
417500,제이아이테크,3080,3280,3385,3075,121391,387760939,100977011520,32784744
066980,한성크린텍,1941,2150,2225,1932,1951459,3985843673,100934622291,52001351
025950,동신건설,12000,13670,13800,12000,166781,2139682320,100800000000,8400000
047770,코데즈컴바인,2655,2780,2850,2605,345699,939779365,100472108310,37842602
228850,레이언스,6040,6130,6230,5920,9568,57395180,100209724560,16591014
205500,넥써쓰,1558,1491,1956,1435,578249,932231800,99886650242,64112099
041520,이엘씨,8190,8590,8900,8100,18244,153019580,99825698700,12188730
013310,아진산업,2570,2635,2680,2525,240102,619394190,99732915740,38806582
331920,셀레믹스,10170,11490,11600,10000,36598,390561330,99635256090,9796977
125210,아모그린텍,6030,6400,6590,6010,79878,494029860,99475643700,16496790
263800,데이타솔루션,6130,7180,7550,6000,3811098,25830696805,99461579400,16225380
246720,아스타,6070,0,0,0,0,0,99434491000,16381300
141000,비아트론,8200,8620,8730,7910,23674,196322160,99340622000,12114710
131030,옵투스제약,5620,5980,6030,5600,118283,676403700,99173835800,17646590
198440,강동씨앤엘,1625,1899,1990,1615,3081522,5577814014,99014331000,60931896
123040,엠에스오토텍,1580,1699,1699,1544,94703,151626832,98952712420,62628299
156100,엘앤케이바이오,4405,4680,4800,4400,181759,823464165,98456828965,22351153
071280,로체시스템즈,6430,6910,7030,6420,58999,394319170,98357157290,15296603
289930,웨이비스,7470,8400,8580,7450,100811,782653690,98223104700,13149010
336680,탑런토탈솔루션,2505,2580,2585,2465,39001,97683062,98059622790,39145558
039560,다산네트웍스,2285,2480,2550,2275,191827,453282074,98000149380,42888468
005860,한일사료,2480,2490,2540,2445,458314,1142291489,97721138800,39403685
120240,대정화금,13590,13710,13840,13400,20850,282783330,97717413690,7190391
362320,청담글로벌,4615,4650,4730,4515,79606,367579973,97613203350,21151290
115500,케이씨에스,8120,8760,9120,8050,71029,596507770,97440000000,12000000
309960,LB인베스트먼트,4195,4305,4370,4110,26262,110401334,97396317605,23217239
066790,씨씨에스,1493,0,0,0,0,0,97271994227,65152039
068240,다원시스,2530,0,0,0,0,0,96553495610,38163437
209640,와이제이링크,3385,3690,3790,3385,378808,1350226090,96280049210,28443146
475580,에이럭스,7060,7430,7680,7030,50303,363020290,96191794000,13624900
0017J0,세미티에스,3185,3620,3740,3120,1263792,4319009470,95985144255,30136623
246710,티앤알바이오팹,2000,2180,2180,1945,281691,565500066,95329008000,47664504
101170,우림피티에스,7010,7630,7900,7000,43413,321810180,94635000000,13500000
352090,스톰테크,3515,3575,3610,3480,12335,43417493,94458587970,26872998
037030,파워넷,3695,4010,4150,3665,357499,1372935415,94270505440,25512992
023900,풍국주정,7430,7730,8240,7350,103573,793572990,93618000000,12600000
058630,엠게임,4870,5000,5070,4815,69050,340477472,93516535380,19202574
189330,씨이랩,9960,12000,12580,9960,904542,10126866305,93447548640,9382284
235980,메드팩토,2720,2950,2980,2700,135750,385099085,93228329120,34275121
365660,레몬헬스케어,6980,10050,10230,6940,2716306,23468023525,93193881820,13351559
265740,엔에프씨,5210,5200,5500,5120,117149,619335200,93069356000,17863600
040300,YTN,1950,2005,2075,1950,66478,133130755,92970111000,47676980
489460,바이오비쥬,6150,6300,6560,6120,65659,414626245,92523244500,15044430
417010,나노팀,4585,4920,5110,4550,161804,777067621,92491957880,20172728
052900,KX하이텍,1204,1340,1370,1200,1816358,2304835839,92308380360,76668090
066590,스모트로닉,2380,2390,2465,2350,115127,278006105,92053490060,38677937
323990,박셀바이오,3950,4210,4320,3945,149154,606045269,91866512750,23257345
298540,더네이쳐홀딩스,6340,6370,6400,6150,19080,119410880,91843687240,14486386
307930,컴퍼니케이,5880,6090,6160,5690,63605,373983135,91786800000,15610000
255440,야스,7000,7370,7420,6910,19500,137776620,91406000000,13058000
212710,아이에스티이,9400,9740,10550,9250,231755,2329849875,91320793200,9714978
